year,age,sex,pop
2040,9,F,592724
2040,10,F,592052
2040,11,F,591063
2040,12,F,589770
2040,13,F,588255
2040,14,F,586688
2040,15,F,585335
2040,16,F,583429
2040,17,F,583577
2040,18,F,612956
2040,19,F,632176
2040,20,F,620990
2040,21,F,611089
2040,22,F,595177
2040,23,F,580611
2040,24,F,571846
2040,25,F,571077
2040,26,F,576776
2040,27,F,581957
2040,28,F,584486
2040,29,F,586760
2040,30,F,588362
2040,31,F,587514
2040,32,F,583637
2040,33,F,574803
2040,34,F,557181
2040,35,F,531136
2040,36,F,504157
2040,37,F,487768
2040,38,F,486339
2040,39,F,494120
2040,40,F,503180
2040,41,F,508870
2040,42,F,513211
2040,43,F,520482.99999999994
2040,44,F,529258
2040,45,F,534495
2040,46,F,534789
2040,47,F,533241
2040,48,F,531587
2040,49,F,526924
2040,50,F,518230
2040,51,F,507980
2040,52,F,498197
2040,53,F,489253
2040,54,F,479353
2040,55,F,467685
2040,56,F,451186
2040,57,F,429602
2040,58,F,409387
2040,59,F,388428
2040,60,F,365654
2040,61,F,344740
2040,62,F,323716
2040,63,F,304035
2040,64,F,287998
2040,65,F,275587
2040,66,F,264899
2040,67,F,253389
2040,68,F,243890
2040,69,F,235877
2040,70,F,226432
2040,71,F,215856
2040,72,F,204748
2040,73,F,194546
2040,74,F,186667
2040,75,F,181118
2040,76,F,173475
2040,77,F,162575
2040,78,F,151384
2040,79,F,140071
2040,80,F,128970
2040,81,F,118091
2040,82,F,106463
2040,83,F,94750
2040,84,F,83933
2040,85,F,74633
2040,86,F,65868
2040,87,F,57008
2040,88,F,48943
2040,89,F,40842
2040,90,F,33145
2040,91,F,26840
2040,92,F,21368
2040,93,F,16558
2040,94,F,12918
2040,95,F,10384
2040,96,F,8508
2040,97,F,6938
2040,98,F,5464
2040,99,F,4236
2040,100,F,12323
2040,0,M,632714
2040,1,M,626385
2040,2,M,621015
2040,3,M,616683
2040,4,M,613400
2040,5,M,611073
2040,6,M,609572
2040,7,M,608580
2040,8,M,607798
2040,9,M,607029
2040,10,M,606074
2040,11,M,604827
2040,12,M,603311
2040,13,M,601591
2040,14,M,599758
2040,15,M,598148
2040,16,M,596337
2040,17,M,596693
2040,18,M,616493
2040,19,M,627076
2040,20,M,616933
2040,21,M,607835
2040,22,M,592898
2040,23,M,578609
2040,24,M,569664
2040,25,M,567548
2040,26,M,571130
2040,27,M,574946
2040,28,M,576585
2040,29,M,577499
2040,30,M,577489
2040,31,M,574979
2040,32,M,569451
2040,33,M,560253
2040,34,M,543686
2040,35,M,518730
2040,36,M,493010
2040,37,M,478128
2040,38,M,476824
2040,39,M,482844
2040,40,M,488435
2040,41,M,488843
2040,42,M,487494
2040,43,M,489836
2040,44,M,494260
2040,45,M,495364
2040,46,M,492628
2040,47,M,490471
2040,48,M,490062
2040,49,M,487023
2040,50,M,478930
2040,51,M,467521
2040,52,M,456064
2040,53,M,446365
2040,54,M,435797
2040,55,M,423029
2040,56,M,405794
2040,57,M,384329
2040,58,M,365274
2040,59,M,345435
2040,60,M,322349
2040,61,M,299250
2040,62,M,274924
2040,63,M,252395
2040,64,M,233522
2040,65,M,217507
2040,66,M,203618
2040,67,M,189970
2040,68,M,178149
2040,69,M,167423
2040,70,M,155830
2040,71,M,143749
2040,72,M,131946
2040,73,M,121898
2040,74,M,114176
2040,75,M,108392
2040,76,M,101915
2040,77,M,93956
2040,78,M,85972
2040,79,M,78114
2040,80,M,70876
2040,81,M,64090.99999999999
2040,82,M,57029
2040,83,M,50052
2040,84,M,43468
2040,85,M,37776
2040,86,M,32781
2040,87,M,27956
2040,88,M,23574
2040,89,M,19086
2040,90,M,14885
2040,91,M,11671
2040,92,M,9053
2040,93,M,6821
2040,94,M,5193
2040,95,M,4096
2040,96,M,3289
2040,97,M,2631
2040,98,M,2025.9999999999998
2040,99,M,1540
2040,100,M,3884
2041,0,F,617973
2041,1,F,612766
2041,2,F,608086
2041,3,F,604038
2041,4,F,600662
2041,5,F,598016
2041,6,F,596230
2041,7,F,595127
2041,8,F,594489
2041,9,F,594057
2041,10,F,593550
2041,11,F,592797
2041,12,F,591725
2041,13,F,590347
2041,14,F,588772
2041,15,F,587352
2041,16,F,586769
2041,17,F,586519
2041,18,F,588920
2041,19,F,620481
2041,20,F,641212
2041,21,F,630412
2041,22,F,619617
2041,23,F,601899
2041,24,F,585205
2041,25,F,574473
2041,26,F,572122
2041,27,F,576655
2041,28,F,581033
2041,29,F,583034
2041,30,F,584968
2041,31,F,586353
2041,32,F,585367
2041,33,F,581406
2041,34,F,572527
2041,35,F,554899
2041,36,F,528885
2041,37,F,501942
2041,38,F,485548
2041,39,F,484047
2041,40,F,491704
2041,41,F,500625
2041,42,F,506185
2041,43,F,510399
2041,44,F,517525
2041,45,F,526141
2041,46,F,531237
2041,47,F,531416
2041,48,F,529754
2041,49,F,527969
2041,50,F,523176.00000000006
2041,51,F,514357
2041,52,F,503971
2041,53,F,494016
2041,54,F,484865
2041,55,F,474743
2041,56,F,462866
2041,57,F,446223
2041,58,F,424575
2041,59,F,404304
2041,60,F,383317
2041,61,F,360553
2041,62,F,339620
2041,63,F,318563
2041,64,F,298815
2041,65,F,282637
2041,66,F,270021
2041,67,F,259108
2041,68,F,247421
2041,69,F,237726
2041,70,F,229496
2041,71,F,219876
2041,72,F,209150
2041,73,F,197887
2041,74,F,187478
2041,75,F,179292
2041,76,F,173087
2041,77,F,165168
2041,78,F,154230
2041,79,F,143109
2041,80,F,131950
2041,81,F,121037
2041,82,F,110357
2041,83,F,98995
2041,84,F,87588
2041,85,F,77072
2041,86,F,68028
2041,87,F,59569
2041,88,F,51143
2041,89,F,43545
2041,90,F,36022
2041,91,F,28963
2041,92,F,23206
2041,93,F,18247
2041,94,F,13953
2041,95,F,10741
2041,96,F,8520
2041,97,F,6882
2041,98,F,5523
2041,99,F,4279
2041,100,F,12549
2041,0,M,638460
2041,1,M,632014
2041,2,M,626290
2041,3,M,621325
2041,4,M,617211
2041,5,M,614031
2041,6,M,611736
2041,7,M,610223
2041,8,M,609197
2041,9,M,608365
2041,10,M,607536
2041,11,M,606513
2041,12,M,605188
2041,13,M,603586
2041,14,M,601799
2041,15,M,600111
2041,16,M,599290
2041,17,M,599195
2041,18,M,601881
2041,19,M,623919
2041,20,M,636005
2041,21,M,626121
2041,22,M,615850
2041,23,M,598736
2041,24,M,581947
2041,25,M,570736
2041,26,M,566835
2041,27,M,569138
2041,28,M,572108
2041,29,M,573226
2041,30,M,573832
2041,31,M,573645
2041,32,M,571042
2041,33,M,565475
2041,34,M,556271
2041,35,M,539744
2041,36,M,514875
2041,37,M,489250
2041,38,M,474394
2041,39,M,473019
2041,40,M,478897
2041,41,M,484323
2041,42,M,484575
2041,43,M,483056
2041,44,M,485163
2041,45,M,489299
2041,46,M,490116
2041,47,M,487106
2041,48,M,484651
2041,49,M,483898
2041,50,M,480526
2041,51,M,472148
2041,52,M,460486
2041,53,M,448759
2041,54,M,438740
2041,55,M,427853
2041,56,M,414809
2041,57,M,397408
2041,58,M,375897
2041,59,M,356781
2041,60,M,336925
2041,61,M,313930
2041,62,M,290947
2041,63,M,266793
2041,64,M,244413
2041,65,M,225619
2041,66,M,209647
2041,67,M,195798
2041,68,M,182261
2041,69,M,170547
2041,70,M,159926
2041,71,M,148504
2041,72,M,136628
2041,73,M,125021
2041,74,M,115084
2041,75,M,107356
2041,76,M,101303
2041,77,M,94857
2041,78,M,87134
2041,79,M,79484
2041,80,M,72012
2041,81,M,65137
2041,82,M,58678
2041,83,M,51962
2041,84,M,45339
2041,85,M,39106
2041,86,M,33729
2041,87,M,29038
2041,88,M,24570
2041,89,M,20562
2041,90,M,16523
2041,91,M,12788
2041,92,M,9942
2041,93,M,7638
2041,94,M,5695
2041,95,M,4290
2041,96,M,3346
2041,97,M,2657
2041,98,M,2100
2041,99,M,1598
2041,100,M,3999
2042,0,F,623603
2042,1,F,618409
2042,2,F,613608
2042,3,F,609164
2042,4,F,605207
2042,5,F,601840
2042,6,F,599154
2042,7,F,597306
2042,8,F,596129
2042,9,F,595413
2042,10,F,594899
2042,11,F,594310
2042,12,F,593473
2042,13,F,592316
2042,14,F,590879
2042,15,F,589453
2042,16,F,588810
2042,17,F,589896
2042,18,F,591920
2042,19,F,596546
2042,20,F,629621
2042,21,F,650713
2042,22,F,639015
2042,23,F,626394
2042,24,F,606538
2042,25,F,587875
2042,26,F,575567
2042,27,F,572060
2042,28,F,575788
2042,29,F,579631
2042,30,F,581293
2042,31,F,583009
2042,32,F,584250
2042,33,F,583170
2042,34,F,579146
2042,35,F,570230
2042,36,F,552598
2042,37,F,526609
2042,38,F,499699
2042,39,F,483294
2042,40,F,481714
2042,41,F,489243
2042,42,F,498019
2042,43,F,503449
2042,44,F,507537
2042,45,F,514518
2042,46,F,522975
2042,47,F,527927
2042,48,F,527980
2042,49,F,526188
2042,50,F,524251
2042,51,F,519303
2042,52,F,510335
2042,53,F,499779
2042,54,F,489623
2042,55,F,480238
2042,56,F,469889
2042,57,F,457810
2042,58,F,441033
2042,59,F,419336
2042,60,F,399014
2042,61,F,377998
2042,62,F,355226
2042,63,F,334240
2042,64,F,313119
2042,65,F,293281
2042,66,F,276959
2042,67,F,264149
2042,68,F,253037
2042,69,F,241202
2042,70,F,231332
2042,71,F,222887
2042,72,F,213081
2042,73,F,202175
2042,74,F,190732
2042,75,F,180110
2042,76,F,171380
2042,77,F,164838
2042,78,F,156729
2042,79,F,145837
2042,80,F,134848
2042,81,F,123870
2042,82,F,113143
2042,83,F,102647
2042,84,F,91541
2042,85,F,80456
2042,86,F,70277
2042,87,F,61547
2042,88,F,53463
2042,89,F,45522
2042,90,F,38422
2042,91,F,31492
2042,92,F,25055
2042,93,F,19827
2042,94,F,15384
2042,95,F,11608
2042,96,F,8817
2042,97,F,6894
2042,98,F,5481
2042,99,F,4329
2042,100,F,12754
2042,0,M,644264
2042,1,M,637806
2042,2,M,631962
2042,3,M,626635
2042,4,M,621881
2042,5,M,617865
2042,6,M,614715
2042,7,M,612407
2042,8,M,610858
2042,9,M,609780
2042,10,M,608886
2042,11,M,607989
2042,12,M,606888
2042,13,M,605477
2042,14,M,603809
2042,15,M,602169
2042,16,M,601278
2042,17,M,602188
2042,18,M,604444
2042,19,M,609415
2042,20,M,632956
2042,21,M,645266
2042,22,M,634202
2042,23,M,621726
2042,24,M,602102
2042,25,M,583051
2042,26,M,570069
2042,27,M,564907
2042,28,M,566366
2042,29,M,568809
2042,30,M,569617
2042,31,M,570044
2042,32,M,569755
2042,33,M,567098
2042,34,M,561506
2042,35,M,552301
2042,36,M,535808
2042,37,M,511022
2042,38,M,485482
2042,39,M,470642
2042,40,M,469180
2042,41,M,474896
2042,42,M,480131
2042,43,M,480202
2042,44,M,478486
2042,45,M,480332
2042,46,M,484157
2042,47,M,484667
2042,48,M,481372
2042,49,M,478601
2042,50,M,477490
2042,51,M,473769
2042,52,M,465092
2042,53,M,453158
2042,54,M,441142
2042,55,M,430791
2042,56,M,419589
2042,57,M,406284
2042,58,M,388735
2042,59,M,367202
2042,60,M,348034
2042,61,M,328166
2042,62,M,305259
2042,63,M,282377
2042,64,M,258389
2042,65,M,236176
2042,66,M,217499
2042,67,M,201629
2042,68,M,187883
2042,69,M,174513
2042,70,M,162940
2042,71,M,152435
2042,72,M,141174
2042,73,M,129482
2042,74,M,118058
2042,75,M,108238
2042,76,M,100361
2042,77,M,94313
2042,78,M,87993
2042,79,M,80581
2042,80,M,73296
2042,81,M,66200
2042,82,M,59653
2042,83,M,53480
2042,84,M,47084
2042,85,M,40803
2042,86,M,34928
2042,87,M,29889
2042,88,M,25531
2042,89,M,21439
2042,90,M,17808
2042,91,M,14201
2042,92,M,10899
2042,93,M,8392
2042,94,M,6380
2042,95,M,4706
2042,96,M,3506
2042,97,M,2705
2042,98,M,2122
2042,99,M,1657
2042,100,M,4131
2043,0,F,629109
2043,1,F,624059
2043,2,F,619264
2043,3,F,614692
2043,4,F,610336
2043,5,F,606384
2043,6,F,602976
2043,7,F,600229
2043,8,F,598306
2043,9,F,597051
2043,10,F,596254
2043,11,F,595658
2043,12,F,594986
2043,13,F,594064
2043,14,F,592849
2043,15,F,591564
2043,16,F,590920
2043,17,F,591957
2043,18,F,595330
2043,19,F,599591
2043,20,F,605765
2043,21,F,639192
2043,22,F,659343
2043,23,F,645803
2043,24,F,631019
2043,25,F,609179
2043,26,F,588941
2043,27,F,575488
2043,28,F,571191
2043,29,F,574389
2043,30,F,577891
2043,31,F,579340
2043,32,F,580914
2043,33,F,582058
2043,34,F,580911
2043,35,F,576837
2043,36,F,567884
2043,37,F,550244
2043,38,F,524279
2043,39,F,497399
2043,40,F,480981
2043,41,F,479320
2043,42,F,486717
2043,43,F,495351
2043,44,F,500651
2043,45,F,504615
2043,46,F,511450
2043,47,F,519745
2043,48,F,524543
2043,49,F,524456
2043,50,F,522514
2043,51,F,520403
2043,52,F,515273
2043,53,F,506121
2043,54,F,495365
2043,55,F,484984
2043,56,F,475361
2043,57,F,464788
2043,58,F,452515
2043,59,F,435618
2043,60,F,413877
2043,61,F,393502
2043,62,F,372435
2043,63,F,349622
2043,64,F,328550
2043,65,F,307342
2043,66,F,287413
2043,67,F,270966
2043,68,F,257990
2043,69,F,246707
2043,70,F,234745
2043,71,F,224703
2043,72,F,216030
2043,73,F,206006
2043,74,F,194897
2043,75,F,183269
2043,76,F,172200
2043,77,F,163250
2043,78,F,156453
2043,79,F,148239
2043,80,F,137457
2043,81,F,126626
2043,82,F,115825
2043,83,F,105270
2043,84,F,94950
2043,85,F,84117
2043,86,F,73391
2043,87,F,63607
2043,88,F,55261
2043,89,F,47608
2043,90,F,40185
2043,91,F,33608
2043,92,F,27256
2043,93,F,21417
2043,94,F,16726
2043,95,F,12806
2043,96,F,9535
2043,97,F,7139
2043,98,F,5495
2043,99,F,4298
2043,100,F,12953
2043,0,M,650067
2043,1,M,643617
2043,2,M,637761
2043,3,M,632307
2043,4,M,627188
2043,5,M,622532
2043,6,M,618544
2043,7,M,615380
2043,8,M,613037
2043,9,M,611438
2043,10,M,610299
2043,11,M,609337
2043,12,M,608362
2043,13,M,607176
2043,14,M,605702
2043,15,M,604182
2043,16,M,603346
2043,17,M,604195
2043,18,M,607471
2043,19,M,612027
2043,20,M,618539
2043,21,M,642287
2043,22,M,653361
2043,23,M,640073
2043,24,M,625052
2043,25,M,603150
2043,26,M,582337
2043,27,M,568115
2043,28,M,562133
2043,29,M,563073
2043,30,M,565206
2043,31,M,565839
2043,32,M,566165
2043,33,M,565817
2043,34,M,563125
2043,35,M,557514
2043,36,M,548304
2043,37,M,531841
2043,38,M,507130
2043,39,M,481671
2043,40,M,466837
2043,41,M,465269
2043,42,M,470800
2043,43,M,475819
2043,44,M,475685
2043,45,M,473747
2043,46,M,475312
2043,47,M,478805
2043,48,M,478995
2043,49,M,475399
2043,50,M,472300
2043,51,M,470815
2043,52,M,466729
2043,53,M,457733
2043,54,M,445509
2043,55,M,433192
2043,56,M,422512
2043,57,M,411008
2043,58,M,397459
2043,59,M,379783
2043,60,M,358238
2043,61,M,339024
2043,62,M,319135
2043,63,M,296299
2043,64,M,273512
2043,65,M,249708
2043,66,M,227702
2043,67,M,209207
2043,68,M,193506
2043,69,M,179923
2043,70,M,166756
2043,71,M,155333
2043,72,M,144935
2043,73,M,133810
2043,74,M,122288
2043,75,M,111053
2043,76,M,101210
2043,77,M,93459
2043,78,M,87512
2043,79,M,81397
2043,80,M,74328
2043,81,M,67400
2043,82,M,60644
2043,83,M,54386
2043,84,M,48475
2043,85,M,42387
2043,86,M,36456
2043,87,M,30962
2043,88,M,26288
2043,89,M,22285
2043,90,M,18575
2043,91,M,15311
2043,92,M,12107
2043,93,M,9202
2043,94,M,7012
2043,95,M,5274
2043,96,M,3848
2043,97,M,2835
2043,98,M,2161
2043,99,M,1675
2043,100,M,4276
2044,0,F,634448
2044,1,F,629591
2044,2,F,624932
2044,3,F,620358
2044,4,F,615868
2044,5,F,611514
2044,6,F,607521
2044,7,F,604050
2044,8,F,601229
2044,9,F,599228
2044,10,F,597892
2044,11,F,597014
2044,12,F,596336
2044,13,F,595580
2044,14,F,594601
2044,15,F,593539
2044,16,F,593042
2044,17,F,594090
2044,18,F,597427
2044,19,F,603049
2044,20,F,608869
2044,21,F,615424
2044,22,F,647891
2044,23,F,666149
2044,24,F,650428
2044,25,F,633635
2044,26,F,610212
2044,27,F,588833
2044,28,F,574607
2044,29,F,569799
2044,30,F,572660
2044,31,F,575947
2044,32,F,577259
2044,33,F,578740
2044,34,F,579813
2044,35,F,578607
2044,36,F,574481
2044,37,F,565488
2044,38,F,547835
2044,39,F,521890.99999999994
2044,40,F,495041
2044,41,F,478611
2044,42,F,476866
2044,43,F,484132
2044,44,F,492623
2044,45,F,497795
2044,46,F,501635
2044,47,F,508322
2044,48,F,516446
2044,49,F,521073.99999999994
2044,50,F,520826
2044,51,F,518711
2044,52,F,516395.99999999994
2044,53,F,511051
2044,54,F,501685
2044,55,F,490706
2044,56,F,480092
2044,57,F,470236
2044,58,F,459447
2044,59,F,446991
2044,60,F,429976
2044,61,F,408187
2044,62,F,387738
2044,63,F,366585
2044,64,F,343695
2044,65,F,322512
2044,66,F,301218
2044,67,F,281219
2044,68,F,264676
2044,69,F,251566
2044,70,F,240132
2044,71,F,228050
2044,72,F,217823
2044,73,F,208890
2044,74,F,198622
2044,75,F,187303
2044,76,F,175258
2044,77,F,164071
2044,78,F,154986
2044,79,F,148017
2044,80,F,139758
2044,81,F,129112
2044,82,F,118438
2044,83,F,107799
2044,84,F,97409
2044,85,F,87279
2044,86,F,76758
2044,87,F,66451
2044,88,F,57134
2044,89,F,49230
2044,90,F,42046
2044,91,F,35166
2044,92,F,29101
2044,93,F,23311
2044,94,F,18076
2044,95,F,13931
2044,96,F,10524
2044,97,F,7724
2044,98,F,5694
2044,99,F,4311
2044,100,F,13085
2044,0,M,655723
2044,1,M,649433
2044,2,M,643583
2044,3,M,638109
2044,4,M,632861
2044,5,M,627836
2044,6,M,623207
2044,7,M,619207
2044,8,M,616008
2044,9,M,613614
2044,10,M,611955
2044,11,M,610748
2044,12,M,609710
2044,13,M,608651
2044,14,M,607402
2044,15,M,606078
2044,16,M,605369
2044,17,M,606285
2044,18,M,609516
2044,19,M,615105
2044,20,M,621213
2044,21,M,627966
2044,22,M,650448
2044,23,M,659232
2044,24,M,643378
2044,25,M,626045
2044,26,M,602375
2044,27,M,580335
2044,28,M,565320
2044,29,M,558846
2044,30,M,559485
2044,31,M,561442
2044,32,M,561979
2044,33,M,562246
2044,34,M,561856
2044,35,M,559134
2044,36,M,553501
2044,37,M,544278
2044,38,M,527837
2044,39,M,503196
2044,40,M,477808
2044,41,M,462964
2044,42,M,461271
2044,43,M,466590
2044,44,M,471366
2044,45,M,471001
2044,46,M,468824
2044,47,M,470089
2044,48,M,473236
2044,49,M,473088
2044,50,M,469178
2044,51,M,465737
2044,52,M,463860
2044,53,M,459385
2044,54,M,450048
2044,55,M,437524
2044,56,M,424911
2044,57,M,413916
2044,58,M,402125
2044,59,M,388348
2044,60,M,370551
2044,61,M,349002
2044,62,M,329731
2044,63,M,309803
2044,64,M,287030
2044,65,M,264353
2044,66,M,240778
2044,67,M,219049
2044,68,M,200806
2044,69,M,185334
2044,70,M,171950
2044,71,M,158996
2044,72,M,147714
2044,73,M,137398
2044,74,M,126397
2044,75,M,115053
2044,76,M,103870
2044,77,M,94275
2044,78,M,86743
2044,79,M,80974
2044,80,M,75103
2044,81,M,68368
2044,82,M,61761
2044,83,M,55306
2044,84,M,49311
2044,85,M,43654
2044,86,M,37886
2044,87,M,32328.000000000004
2044,88,M,27244
2044,89,M,22956
2044,90,M,19316
2044,91,M,15976
2044,92,M,13059
2044,93,M,10227
2044,94,M,7692
2044,95,M,5800
2044,96,M,4314
2044,97,M,3113
2044,98,M,2267
2044,99,M,1706
2044,100,M,4396
2045,0,F,639658
2045,1,F,634975
2045,2,F,630497
2045,3,F,626049
2045,4,F,621552
2045,5,F,617062
2045,6,F,612664
2045,7,F,608606
2045,8,F,605060
2045,9,F,602160
2045,10,F,600078
2045,11,F,598662
2045,12,F,597701
2045,13,F,596939
2045,14,F,596126
2045,15,F,595303
2045,16,F,595035
2045,17,F,596242
2045,18,F,599607
2045,19,F,605210
2045,20,F,612402
2045,21,F,618606
2045,22,F,624226
2045,23,F,654778
2045,24,F,670801
2045,25,F,653058
2045,26,F,634662
2045,27,F,610093
2045,28,F,587949
2045,29,F,573230
2045,30,F,568103
2045,31,F,570753
2045,32,F,573901
2045,33,F,575121
2045,34,F,576532
2045,35,F,577540
2045,36,F,576275
2045,37,F,572091
2045,38,F,563049
2045,39,F,545380
2045,40,F,519456
2045,41,F,492635
2045,42,F,476192
2045,43,F,474365
2045,44,F,481498
2045,45,F,489846
2045,46,F,494889
2045,47,F,498602
2045,48,F,505132
2045,49,F,513067
2045,50,F,517503.00000000006
2045,51,F,517071
2045,52,F,514754
2045,53,F,512202
2045,54,F,506608
2045,55,F,497002
2045,56,F,485793
2045,57,F,474954
2045,58,F,464870
2045,59,F,453876
2045,60,F,441236
2045,61,F,424096
2045,62,F,402239
2045,63,F,381678
2045,64,F,360398
2045,65,F,337406
2045,66,F,316112
2045,67,F,294752
2045,68,F,274720
2045,69,F,258116
2045,70,F,244893
2045,71,F,233315
2045,72,F,221101
2045,73,F,210659
2045,74,F,201438
2045,75,F,190916
2045,76,F,179153
2045,77,F,167022
2045,78,F,155800
2045,79,F,146663
2045,80,F,139583
2045,81,F,131309
2045,82,F,120796
2045,83,F,110263
2045,84,F,99779
2045,85,F,89569
2045,86,F,79671
2045,87,F,69525
2045,88,F,59711
2045,89,F,50918
2045,90,F,43496
2045,91,F,36809
2045,92,F,30463
2045,93,F,24899
2045,94,F,19684
2045,95,F,15063
2045,96,F,11454
2045,97,F,8531
2045,98,F,6164
2045,99,F,4470
2045,100,F,13194
2045,0,M,661129
2045,1,M,655122
2045,2,M,649428
2045,3,M,643952
2045,4,M,638678
2045,5,M,633521
2045,6,M,628523
2045,7,M,623880
2045,8,M,619843
2045,9,M,616593
2045,10,M,614139
2045,11,M,612412
2045,12,M,611130
2045,13,M,610007
2045,14,M,608885
2045,15,M,607790
2045,16,M,607284
2045,17,M,608341
2045,18,M,611657
2045,19,M,617219
2045,20,M,624372
2045,21,M,630725
2045,22,M,636243
2045,23,M,656399
2045,24,M,662547
2045,25,M,644365
2045,26,M,625235
2045,27,M,600333
2045,28,M,577520
2045,29,M,562041
2045,30,M,555294
2045,31,M,555766
2045,32,M,557623
2045,33,M,558103
2045,34,M,558330
2045,35,M,557900
2045,36,M,555141
2045,37,M,549476
2045,38,M,540230
2045,39,M,523799.99999999994
2045,40,M,499216
2045,41,M,473887
2045,42,M,459015
2045,43,M,457173
2045,44,M,462253
2045,45,M,466760
2045,46,M,466144
2045,47,M,463710
2045,48,M,464659
2045,49,M,467442
2045,50,M,466941
2045,51,M,462703
2045,52,M,458904
2045,53,M,456610
2045,54,M,451724
2045,55,M,442031
2045,56,M,429209
2045,57,M,416316
2045,58,M,405020
2045,59,M,392956
2045,60,M,378957
2045,61,M,361045
2045,62,M,339483
2045,63,M,320134
2045,64,M,300154
2045,65,M,277457
2045,66,M,254934
2045,67,M,231661
2045,68,M,210287
2045,69,M,192359
2045,70,M,177154
2045,71,M,163979
2045,72,M,151228
2045,73,M,140063
2045,74,M,129814
2045,75,M,118944
2045,76,M,107639
2045,77,M,96779
2045,78,M,87526
2045,79,M,80287
2045,80,M,74735
2045,81,M,69103
2045,82,M,62668
2045,83,M,56343
2045,84,M,50163
2045,85,M,44422
2045,86,M,39032
2045,87,M,33609
2045,88,M,28457
2045,89,M,23800
2045,90,M,19906
2045,91,M,16622
2045,92,M,13633
2045,93,M,11037
2045,94,M,8554
2045,95,M,6365
2045,96,M,4747
2045,97,M,3493
2045,98,M,2490
2045,99,M,1791
2045,100,M,4511
2046,0,F,644770
2046,1,F,640318
2046,2,F,635997
2046,3,F,631713
2046,4,F,627330
2046,5,F,622822
2046,6,F,618280
2046,7,F,613813
2046,8,F,609674
2046,9,F,606045
2046,10,F,603061
2046,11,F,600895
2046,12,F,599393
2046,13,F,598346
2046,14,F,597525
2046,15,F,596870
2046,16,F,596852
2046,17,F,598312
2046,18,F,601867
2046,19,F,607529
2046,20,F,614727
2046,21,F,622317
2046,22,F,627595
2046,23,F,631333
2046,24,F,659635
2046,25,F,673590
2046,26,F,654232
2046,27,F,634669
2046,28,F,609327
2046,29,F,586693
2046,30,F,571667
2046,31,F,566340
2046,32,F,568845
2046,33,F,571889
2046,34,F,573034
2046,35,F,574375
2046,36,F,575310
2046,37,F,573971
2046,38,F,569716
2046,39,F,560615
2046,40,F,542919
2046,41,F,517009
2046,42,F,490217
2046,43,F,473762
2046,44,F,471850
2046,45,F,478849
2046,46,F,487050
2046,47,F,491960
2046,48,F,495534
2046,49,F,501888
2046,50,F,509611
2046,51,F,513832
2046,52,F,513186.00000000006
2046,53,F,510630
2046,54,F,507805
2046,55,F,501933
2046,56,F,492080
2046,57,F,480647
2046,58,F,469589
2046,59,F,459286
2046,60,F,448084
2046,61,F,435252
2046,62,F,417963
2046,63,F,395998
2046,64,F,375280
2046,65,F,353846
2046,66,F,330752
2046,67,F,309368
2046,68,F,287981
2046,69,F,267953
2046,70,F,251315
2046,71,F,237987
2046,72,F,226250
2046,73,F,213877
2046,74,F,203192
2046,75,F,193671
2046,76,F,182648
2046,77,F,170771
2046,78,F,158640
2046,79,F,147471
2046,80,F,138343
2046,81,F,131180
2046,82,F,122885
2046,83,F,112492
2046,84,F,102091
2046,85,F,91779
2046,86,F,81790
2046,87,F,72190
2046,88,F,62498
2046,89,F,53236
2046,90,F,45007
2046,91,F,38096
2046,92,F,31901
2046,93,F,26078
2046,94,F,21036
2046,95,F,16412
2046,96,F,12392
2046,97,F,9289
2046,98,F,6811
2046,99,F,4841
2046,100,F,13404
2046,0,M,666372
2046,1,M,660665
2046,2,M,655239
2046,3,M,649901
2046,4,M,644613
2046,5,M,639422
2046,6,M,634283
2046,7,M,629264
2046,8,M,624579
2046,9,M,620487
2046,10,M,617173
2046,11,M,614647
2046,12,M,612841
2046,13,M,611472
2046,14,M,610286
2046,15,M,609321
2046,16,M,609053
2046,17,M,610338
2046,18,M,613828
2046,19,M,619510
2046,20,M,626663
2046,21,M,634077
2046,22,M,639205
2046,23,M,642438
2046,24,M,659932
2046,25,M,663691
2046,26,M,643699
2046,27,M,623310
2046,28,M,597629
2046,29,M,574364
2046,30,M,558634
2046,31,M,551739
2046,32,M,552109
2046,33,M,553896
2046,34,M,554328
2046,35,M,554508
2046,36,M,554024
2046,37,M,551211
2046,38,M,545495
2046,39,M,536206
2046,40,M,519769
2046,41,M,495225
2046,42,M,469935
2046,43,M,455012
2046,44,M,452993
2046,45,M,457805
2046,46,M,462017
2046,47,M,461130
2046,48,M,458423
2046,49,M,459038
2046,50,M,461437
2046,51,M,460567
2046,52,M,455983
2046,53,M,451800
2046,54,M,449063
2046,55,M,443744
2046,56,M,433698
2046,57,M,420594
2046,58,M,407435
2046,59,M,395851
2046,60,M,383518
2046,61,M,369296
2046,62,M,351255
2046,63,M,329659
2046,64,M,310218
2046,65,M,290194
2046,66,M,267621
2046,67,M,245328
2046,68,M,222439
2046,69,M,201483
2046,70,M,183910
2046,71,M,168982
2046,72,M,156007
2046,73,M,143434
2046,74,M,132371
2046,75,M,122195
2046,76,M,111305
2046,77,M,100317
2046,78,M,89874
2046,79,M,81033
2046,80,M,74121
2046,81,M,68782
2046,82,M,63358
2046,83,M,57187
2046,84,M,51118
2046,85,M,45203
2046,86,M,39731
2046,87,M,34638
2046,88,M,29594
